,gene_length
AT3G48800,1450.0
AT1G13270,2414.0
AT1G79760,1500.5
AT3G57740,1289.0
AT5G16490,981.0
AT4G26260,2662.5
AT1G61580,2593.0
AT3G04510,1326.0
AT1G54773,284.0
AT2G13105,560.0
AT3G25719,237.0
AT1G03250,2038.5
AT1G15280,4529.5
AT2G22190,3043.0
AT3G42500,637.0
AT1G52400,3228.0
AT5G09560,2322.0
AT3G02875,2251.0
AT5G36500,357.0
AT4G05505,2284.0
AT1G16980,4135.5
AT1G30960,2533.0
AT4G34265,1678.5
AT3G29100,1829.0
AT1G09240,1403.0
AT1G49620,1409.0
AT3G52700,3553.5
AT4G21250,1972.0
AT1G25784,4471.0
AT3G45285,336.0
AT3G54150,2065.5
AT3G28730,3842.0
AT4G08113,2841.0
AT4G16580,2155.0
AT3G43358,3168.0
AT2G24170,3161.5
AT3G61175,327.0
AT2G47160,3797.0
AT1G06990,1811.0
AT2G21500,2800.0
AT1G67770,2302.0
AT5G27765,817.0
AT2G25790,3787.0
AT1G80760,1670.0
AT3G44430,1494.0
AT3G52020,1840.0
AT4G30230,1175.0
AT1G42924,3178.0
AT1G43590,507.0
AT1G56233,478.0
AT5G59100,3257.0
AT2G21480,2978.0
AT5G64380,1961.0
AT5G63040,2253.0
AT4G22530,1983.0
AT1G55200,3537.0
AT3G22000,1663.0
AT2G10260,2714.0
AT4G03570,3693.0
AT1G69070,4146.5
AT1G28550,1272.0
AT5G42790,2113.0
AT1G64770,2325.0
AT2G30840,1691.0
AT4G25830,1885.0
AT3G44796,4845.0
AT1G42375,5735.0
AT1G08800,4920.5
AT3G17740,5173.0
AT2G35260,2689.0
AT4G03180,1373.0
AT5G05310,3470.0
AT3G28050,2824.0
AT3G43770,414.0
AT3G47770,4799.0
AT4G15340,6155.0
AT1G07500,266.0
AT2G03600,1785.0
AT1G49790,1553.5
AT1G34805,279.0
AT5G17120,796.0
AT1G08010,1945.0
AT1G12930,7348.0
AT1G26225,202.0
AT3G26355,64.0
AT3G54680,1797.0
AT1G29890,3804.0
AT5G43840,1135.0
AT5G35490,732.0
AT2G29628,126.0
AT2G18870,1198.0
AT1G57760,563.0
AT1G60570,1146.0
AT2G30330,1118.5
AT1G47830,1958.0
AT1G73150,2288.0
AT5G64140,1454.0
AT5G46750,2246.0
AT1G31310,1789.0
AT5G15780,1830.0
AT3G58470,1899.0
AT2G01260,2694.0
AT1G54930,1651.0
AT1G66510,3316.5
AT1G64105,593.0
AT1G67590,1927.0
AT3G21900,995.5
AT1G58470,1817.5
AT5G64180,1614.5
AT3G03930,1501.0
AT3G14075,3447.0
AT3G61890,1240.0
AT4G22610,940.0
AT3G10572,2237.0
AT5G01820,2216.0
AT2G17530,2791.0
AT3G28920,1529.0
AT1G23190,4740.0
AT1G19940,2323.0
AT2G30800,5281.0
AT5G22810,1866.0
AT4G00680,1477.0
AT3G13275,775.0
AT4G28950,2072.0
AT5G66930,1914.0
AT5G13260,3987.0
AT3G04180,948.0
AT3G45252,317.0
AT2G32870,2253.0
AT4G35550,1931.0
AT5G46874,317.0
AT1G48540,5230.0
AT4G28100,1978.0
AT2G40970,1182.0
AT3G44010,1544.0
AT2G35120,1768.0
AT5G40150,1540.0
AT5G59410,1416.0
AT2G20180,2625.0
AT5G34869,1196.0
AT5G55570,1245.0
AT3G58865,945.0
AT1G28010,4903.0
AT2G23445,575.0
AT2G31140,1923.0
AT4G17650,2302.0
AT1G35410,781.0
AT2G37650,2463.0
AT4G30880,637.0
AT5G40270,4183.5
AT2G22620,5376.0
AT4G14620,1794.0
AT1G01810,653.0
AT2G15180,1425.0
AT1G55660,1665.5
AT2G22160,318.0
AT5G48820,2169.0
AT3G46630,1883.0
AT1G26410,1836.0
AT4G05570,1026.0
AT4G15160,1103.0
AT3G43070,2201.0
AT2G06610,732.0
AT5G41240,2907.0
AT5G25070,2763.0
AT3G18620,2804.0
AT2G46360,769.0
AT5G65220,1518.0
AT1G09830,2477.0
AT1G53230,1557.0
AT1G51085,226.0
AT3G22620,1057.0
AT3G29736,1647.0
AT3G03750,1916.5
AT3G25170,841.0
AT3G06170,2549.0
AT3G62040,1276.0
AT1G62310,6385.0
AT4G10260,1413.0
AT2G41930,1058.0
AT2G15310,1839.0
AT1G26340,1114.0
AT4G15740,1669.0
AT3G47833,1679.0
AT1G43502,4262.0
AT5G36410,357.0
AT5G61540,2690.0
AT2G07681,4838.0
AT3G62970,2590.0
AT5G13980,6020.0
AT4G12485,32.0
AT5G26940,2110.0
AT5G16710,1926.0
AT3G27906,2549.0
AT4G18823,372.0
AT4G19310,1481.0
AT1G68120,810.0
AT5G41560,1536.5
AT5G60960,1944.0
AT3G07560,2267.0
AT5G63200,4114.0
AT4G10170,1310.0
AT2G42910,2419.0
AT5G12043,346.0
AT5G60260,1014.0
AT1G19430,3656.0
AT2G02550,1041.5
AT5G28970,7268.0
AT1G54410,1378.0
AT3G28460,2355.0
AT1G05930,1516.0
AT4G06609,5307.0
AT5G62020,1837.0
AT5G05360,1168.0
AT5G53610,477.0
AT4G29660,1176.0
AT5G31980,2733.0
AT5G27050,363.0
AT5G61040,2647.0
AT1G64940,1726.0
AT4G24231,150.0
AT3G60180,1474.0
AT1G22250,903.0
AT1G10510,4152.0
AT4G06633,727.0
AT5G10210,997.0
AT2G30670,1830.0
AT4G09625,2364.0
AT2G42610,2634.0
AT5G65360,723.0
AT5G22570,1536.0
AT3G01880,1779.0
AT3G19340,3040.0
AT3G49770,987.0
AT5G37247,1136.0
AT5G12870,2410.0
AT1G49220,768.0
AT1G42888,3109.0
AT2G32840,2063.0
AT2G23142,444.0
AT5G39210,1195.0
AT3G58520,1748.0
AT5G28400,4211.0
AT3G25500,3991.0
AT1G26600,993.5
AT3G03773,2281.0
AT4G33680,3043.0
AT5G16350,2499.0
ATCG00430,678.0
AT3G27930,3095.0
AT5G26830,4636.0
AT4G09745,588.0
AT5G55830,2227.0
AT2G21080,1691.0
AT3G42054,1927.0
AT1G05830,7688.0
AT1G21928,303.0
AT2G03823,139.0
AT1G77540,657.0
AT2G28870,951.0
AT5G67450,1415.0
AT1G61550,3632.0
AT1G52500,2335.0
AT3G45930,694.0
AT5G13740,4392.5
AT3G51020,577.0
AT4G07560,1199.0
AT1G12180,773.0
AT5G45060,4989.0
AT2G32510,1539.0
AT5G62780,752.0
AT3G17710,1284.0
AT1G70070,4181.0
AT4G14230,2918.0
AT4G26460,506.5
AT4G37940,3521.5
AT4G30540,1869.0
AT4G33150,6175.0
AT4G02280,4266.0
AT1G07870,2870.0
AT2G10440,4295.0
AT4G23010,2675.0
AT2G30615,1502.0
AT2G44810,1696.5
AT1G16660,4435.0
AT1G04420,2366.0
AT4G17245,661.0
AT4G08910,1188.0
AT3G60220,1615.0
AT4G14930,3314.0
AT5G59790,2523.5
AT1G14750,3115.0
AT1G79580,2696.0
AT1G48580,2904.0
AT4G28420,1722.5
AT5G10410,1663.0
AT1G61700,1369.0
AT4G28670,2549.0
AT1G19170,2405.0
AT2G13630,894.0
AT4G33490,2076.5
AT5G55220,3400.0
AT3G32230,5038.0
AT5G38030,4424.0
AT1G49570,2092.0
AT5G56150,2153.5
AT1G50325,615.0
AT4G07990,4544.0
AT4G36670,2233.0
AT1G68740,4535.0
AT5G01100,3462.0
AT4G30400,1942.0
AT3G22930,1710.0
AT2G03060,3007.0
AT5G15650,3163.0
AT3G28840,1665.0
AT1G57610,1827.5
AT5G59860,988.0
AT4G00300,1751.0
AT2G14470,6036.0
AT3G61670,3438.5
AT4G06526,2644.0
AT5G45116,4023.0
AT4G21700,2923.0
AT5G13690,4120.5
AT4G26360,3613.0
AT5G22540,1557.0
AT3G26580,1752.0
AT4G03165,914.0
AT2G29700,1066.0
AT2G07300,977.0
AT1G21945,4295.0
AT5G37730,1015.0
AT4G14060,1126.0
AT4G21400,2677.0
AT4G39220,2173.0
AT3G49740,2412.0
AT1G09660,3325.0
AT5G05280,945.0
AT3G61880,2091.5
AT4G19510,4918.5
AT3G28080,3824.0
AT3G06350,3581.0
AT5G59660,4293.0
AT1G55180,2620.5
AT1G75000,1471.0
AT5G32950,2394.0
AT2G41640,2228.0
AT4G04415,1336.0
AT1G33900,2001.0
AT2G24080,1176.0
AT3G18773,1428.0
AT1G20860,4813.0
AT1G09176,713.0
AT2G17510,6885.0
AT3G21150,1283.0
AT1G55770,688.0
AT5G37080,3276.0
AT3G57190,2270.0
AT5G27670,1052.0
AT2G07686,2013.0
AT5G18090,1854.0
AT4G22410,5107.0
AT5G61580,3026.0
AT1G41870,1561.0
AT1G33250,2595.0
AT2G43460,1437.0
AT3G49450,1238.0
AT2G02390,2119.5
AT3G30190,1068.0
AT5G59180,1950.0
AT1G74170,4550.5
AT2G05440,1085.0
AT5G55480,4075.0
AT1G42590,3364.0
AT3G63530,2490.5
AT4G18593,1398.0
AT1G59800,1209.0
AT1G61475,1002.0
AT3G43652,2802.0
AT5G25810,1357.0
AT1G29962,558.0
AT3G57180,2594.0
AT1G67620,1730.0
AT4G13750,12624.0
AT1G14500,1493.0
AT1G79030,3109.5
AT4G28025,1927.5
AT3G15357,708.0
AT2G45960,1688.0
AT2G15042,1801.0
AT2G34240,2646.0
AT5G62040,996.0
AT5G61930,2663.5
AT4G00380,3478.0
AT1G54990,2163.0
AT3G58930,2490.0
AT3G23190,1642.0
AT5G04600,3411.0
AT2G22690,1817.5
AT3G56310,3138.0
AT5G20250,3211.5
AT3G29175,5149.0
AT2G04540,3327.0
AT2G40990,1934.0
AT4G28090,2342.0
AT5G13640,4605.0
AT3G23650,508.0
AT3G17430,3393.0
AT4G17870,1289.0
AT5G39865,1886.0
AT1G36800,2383.0
AT2G37600,1189.5
AT3G15190,1595.0
AT4G26770,2880.0
AT2G27510,1634.0
AT5G58730,2182.0
AT1G55260,1860.5
AT1G33970,1933.0
AT4G24800,3379.5
AT1G67190,1930.5
AT3G33055,2828.0
AT3G61060,1718.0
AT3G42432,1563.0
AT4G13253,972.0
AT5G41390,1783.5
AT3G31930,879.0
AT3G45550,2556.0
AT3G06320,870.0
AT5G35030,727.0
AT2G42690,1477.0
AT2G42140,993.0
AT4G00610,987.0
AT2G12540,1955.0
AT4G19020,6792.5
AT2G07648,601.0
AT4G08860,1094.0
AT4G29130,3165.0
AT3G14030,853.0
AT4G23496,1158.0
AT3G54180,1818.0
AT3G13540,1792.0
AT3G42886,3461.0
AT3G11380,1701.0
AT1G29230,1883.0
AT3G26530,4442.0
AT1G58050,9250.0
AT3G01930,2603.0
AT3G54160,2290.0
AT5G22555,1154.0
AT5G39070,737.0
AT3G01850,1938.0
AT4G27150,735.0
AT5G07490,1194.0
AT3G04720,1336.0
AT3G30705,108.0
AT5G60615,811.0
AT2G03965,1480.0
AT5G49740,3476.0
AT4G12140,609.0
AT3G20760,3199.0
AT5G35820,4029.0
AT3G06450,3854.0
AT5G43380,2193.0
AT3G10960,2246.0
AT4G01530,1695.0
AT1G80830,3343.5
AT1G74200,2423.0
AT2G21610,1992.5
AT2G45850,2494.0
AT2G31865,3028.0
AT4G39770,2377.5
AT1G65810,3686.0
AT3G33077,2725.0
AT2G29000,4270.0
AT4G13575,2460.5
AT5G45410,2040.0
AT2G39850,3843.0
AT5G31945,2740.0
AT5G61940,4804.0
AT4G13955,756.0
AT5G54660,1436.0
AT5G60920,3086.0
AT4G32730,5770.0
AT5G23580,2418.0
AT5G13890,2307.0
AT4G20947,277.0
AT1G75950,1378.0
AT4G35940,2386.0
AT1G67800,3019.0
AT3G54030,2840.0
AT5G01550,2401.0
AT1G75580,934.0
AT5G34885,711.0
AT5G08300,2563.0
AT2G16000,4365.0
AT1G43667,510.0
AT2G47870,733.0
AT5G34865,1461.0
AT3G24513,471.0
AT1G79950,7227.0
AT3G18810,3291.0
AT1G59030,1643.0
AT1G59810,949.0
AT5G43310,6079.0
AT1G41720,2070.0
AT3G32360,5185.0
AT2G44360,965.0
AT3G25560,3348.0
AT1G20470,610.0
AT1G48095,1857.0
AT5G27395,2749.5
AT3G16060,4291.0
AT4G20560,1336.0
AT3G56530,1135.0
AT3G55010,2260.0
AT4G26700,4480.0
AT1G74280,1722.0
AT3G32405,5926.0
AT5G29624,1467.0
AT3G31475,1056.0
AT3G11700,2857.0
AT1G52200,1776.5
AT5G65760,2818.0
AT1G04645,494.0
AT4G14020,700.0
AT1G45207,3329.0
AT5G49500,2944.0
AT4G29880,1553.0
AT3G61920,909.0
AT1G72790,2202.0
AT1G61770,2567.0
AT2G39240,3717.0
AT2G10940,1767.0
AT3G17350,1164.5
AT3G42950,3568.0
AT2G32350,844.0
AT5G54600,1679.0
AT5G37860,978.0
AT1G06080,2792.0
AT3G50810,1266.0
AT3G11385,2459.0
AT1G33855,1244.0
AT5G08340,2918.0
AT2G40160,2019.0
AT2G35790,1455.0
AT5G35910,5920.0
AT1G44810,1382.0
AT4G35890,3806.0
AT1G22140,1060.0
AT4G24680,7558.0
AT5G35935,6504.0
AT2G47780,995.0
AT5G15250,2406.0
AT1G20430,899.0
AT1G14300,2449.5
AT5G03710,705.0
AT2G22100,2041.0
AT1G33940,2145.5
AT1G79800,826.0
AT5G38830,2775.0
AT2G07737,982.0
AT3G52260,3176.5
AT5G64260,1691.0
AT3G52080,3023.0
AT3G57910,3542.0
AT4G14710,1890.5
AT1G62045,792.0
AT3G42090,478.0
AT3G33118,2192.0
AT3G33545,1083.0
AT5G42140,5107.0
AT4G01100,2785.0
AT4G21810,2159.0
AT4G14147,2984.0
AT2G25740,4007.0
AT5G28646,1779.0
AT3G22070,781.0
AT5G63950,6690.5
AT5G03950,759.0
AT1G32040,1653.0
AT3G09680,1327.0
AT1G39511,2907.0
AT1G36445,1386.0
AT4G20050,2607.0
AT2G29220,2063.0
AT2G22795,2762.0
AT3G22830,2271.0
AT2G46260,3028.0
AT4G22060,1427.0
AT3G08860,2825.0
AT3G42711,1032.0
AT3G48490,749.0
AT5G45740,1868.0
AT2G18780,1403.0
AT5G40950,1333.0
AT1G01620,1758.5
AT5G09750,1006.0
AT3G58750,3832.0
AT1G63660,3411.0
AT5G40140,2225.0
AT5G52300,2492.5
AT1G72040,2506.0
AT1G52740,1250.0
AT3G25970,2238.0
AT1G08985,462.0
AT4G17740,2776.0
AT1G18270,10474.5
AT1G01070,2384.0
AT2G06906,553.0
AT3G31395,3584.0
AT5G04190,1742.0
AT1G71320,1334.0
AT4G21880,5517.0
AT5G34843,1905.0
AT1G79940,3793.0
AT2G45760,892.0
AT2G20260,1034.0
AT5G32434,740.0
AT1G71350,2917.0
AT1G58520,6133.0
AT3G13740,2044.0
AT1G31770,3126.0
AT5G51545,1167.0
AT4G06520,228.0
AT1G36490,2509.0
AT2G10210,3996.0
AT2G24530,2562.0
AT5G17980,3686.0
AT1G05740,717.0
AT1G64160,897.0
AT3G42310,1680.0
AT3G07760,2027.0
AT3G56590,3532.0
ATCG00780,369.0
AT1G50430,3720.0
AT5G15080,2789.0
AT3G20050,4277.0
AT1G08000,2079.0
AT2G46630,1930.0
AT2G34920,3005.5
AT5G16860,2704.0
AT1G01560,2243.0
AT1G21870,1636.0
AT5G38890,1752.0
AT3G43682,838.0
AT1G13280,1507.0
AT1G37000,1108.0
AT4G06575,615.0
AT3G10600,3148.5
AT1G22040,2293.0
AT5G13450,1756.0
AT2G04137,426.0
AT4G39190,1406.0
AT3G26060,1683.0
AT1G68907,463.0
AT4G25140,1148.0
AT2G18810,1531.0
AT1G49350,2327.0
AT5G32521,6024.0
AT1G36795,2869.0
AT3G53065,842.0
AT4G29240,1720.5
AT4G32510,3412.0
AT5G02110,1707.5
AT3G24810,1168.0
AT1G08080,1621.0
AT1G35620,2122.0
AT1G62330,3570.0
AT3G61370,2091.0
AT1G61510,2534.0
AT3G54520,1686.0
AT3G19360,2042.0
AT1G08120,1047.0
AT4G06557,2478.0
AT3G61962,126.0
AT1G50300,3485.0
AT3G04210,2415.5
AT2G31490,1346.0
AT5G15610,2782.5
AT5G36655,2193.0
AT1G33835,451.0
AT1G06000,1587.0
AT4G29910,2849.0
AT5G03204,464.0
AT2G22950,3900.0
AT4G22770,2131.5
AT3G47910,7422.0
AT5G21222,5273.0
AT5G16550,1542.0
AT4G31805,1818.0
AT5G11910,1922.5
AT1G15920,1582.5
AT3G48346,780.0
AT5G32516,1869.0
AT3G12500,1849.0
AT3G49115,201.0
AT1G68070,1830.0
AT2G46050,1773.0
AT5G18230,5811.0
AT5G56540,501.0
AT3G60260,3375.5
AT3G30460,754.0
AT5G26170,1513.0
AT4G28530,4351.0
AT1G26797,606.0
AT3G29060,3947.0
AT2G18328,670.0
AT1G39270,5586.0
AT1G24270,913.0
AT5G37310,3777.5
AT5G04640,1164.0
AT1G43660,285.0
AT4G13075,633.0
AT2G01310,530.0
AT5G43000,849.0
AT2G21310,2591.0
AT1G54640,916.0
AT3G43574,210.0
AT2G29860,723.0
AT5G22780,8643.5
AT3G63290,1843.0
AT5G41020,1915.0
AT4G11960,2953.0
AT4G18480,1798.0
AT5G16640,2097.0
AT1G78172,1116.0
AT5G54720,1502.0
AT4G34970,1252.0
AT1G67940,1134.0
AT4G01230,1425.5
AT2G22840,2822.0
AT5G43680,1792.5
AT5G58720,3436.0
AT3G09970,1823.0
AT3G23930,1202.0
AT4G10603,1054.0
AT5G34870,2426.0
AT3G62810,1128.0
AT1G62820,1186.0
AT3G43485,2072.0
AT5G17000,2530.0
AT1G61780,1590.0
AT5G42200,1005.0
AT3G04160,3260.0
AT4G15550,1738.0
AT3G19510,3776.5
AT5G27100,3386.0
AT3G25100,2321.0
AT4G36680,1697.0
AT1G36936,972.0
AT5G63230,463.0
AT2G31957,584.0
AT3G57880,3711.0
AT2G42250,1775.0
AT1G27900,5270.0
AT5G32654,3531.0
AT1G70140,2759.0
AT3G48030,2696.0
AT5G62030,2477.0
AT2G22870,2293.0
AT3G54110,2541.0
AT4G35050,2349.0
AT1G57870,4984.0
AT2G15370,1919.0
AT2G24850,3143.0
AT5G35020,279.0
AT3G25890,2145.0
AT3G48131,132.0
AT4G08310,3522.0
AT3G22060,1459.0
AT3G31320,1376.0
AT3G22275,1004.0
AT2G10460,2320.0
AT2G44870,1732.0
AT4G30640,1259.0
AT4G38760,11567.0
AT3G45520,4092.0
AT3G12010,5414.0
ATCG00690,102.0
AT1G25250,2757.0
AT1G09570,5295.0
AT4G16110,3479.0
AT4G19500,4872.0
AT3G30320,3408.0
AT3G20950,2070.0
AT2G37195,1463.5
AT3G29641,3223.0
AT3G42792,815.0
AT5G40170,2770.0
AT1G40135,3726.0
AT4G31480,4705.0
AT3G13720,1822.0
AT4G36130,1502.0
AT4G04970,6349.0
AT3G60890,951.0
ATCG00170,4131.0
AT1G11765,721.0
AT3G43550,1423.0
AT2G36355,830.0
AT5G10630,4557.0
AT4G37608,1516.5
AT5G26345,3357.0
AT1G23050,825.0
AT3G53550,1439.0
AT5G62890,3963.0
AT1G27790,363.0
AT2G13830,4569.0
AT5G56640,2414.5
AT1G21780,2059.5
AT3G07260,1375.0
AT4G38490,1085.0
AT2G14720,3932.5
AT5G08420,2982.0
AT5G22300,2839.0
AT2G29180,903.0
AT3G29634,7191.0
AT5G44780,2811.0
AT4G08111,1508.0
AT1G64600,2924.0
AT3G55360,2169.0
AT4G29800,1980.5
AT1G70440,1484.0
AT5G15200,1369.5
AT3G18380,2619.0
AT1G37405,5961.0
AT2G38510,1551.0
AT5G16080,1540.0
AT1G48590,1604.5
AT1G51240,577.0
AT3G42626,2562.0
AT5G12950,4541.0
AT4G04030,1092.0
AT1G51350,3755.0
AT2G45243,601.0
AT1G03340,1865.0
AT5G28515,521.0
AT5G38365,5724.0
AT2G10890,3139.0
AT1G12190,1128.0
AT1G27770,4551.0
AT3G21390,3023.0
AT3G13432,786.0
AT3G16090,2914.0
AT1G18950,5932.0
AT5G44700,4460.0
AT1G07090,1087.0
AT4G16650,4257.0
AT1G02000,2088.0
AT3G16240,1691.0
AT1G19660,2792.0
AT1G15240,5246.0
AT1G01660,2707.5
AT1G69295,2485.5
AT1G04390,4395.0
AT4G29370,1251.0
AT1G21790,1894.0
AT3G28590,468.0
AT5G67160,1670.0
AT3G54790,3592.0
AT2G32170,5209.5
AT4G22310,1817.0
AT1G55917,1153.0
AT3G29515,4330.0
AT3G61340,1462.5
AT2G39430,1185.0
AT1G05850,2335.0
AT1G58160,717.0
AT5G14860,1992.0
AT5G53815,435.0
AT4G28085,742.0
AT1G49470,1287.0
AT5G56900,3345.0
AT3G13600,2694.5
AT3G62990,786.0
AT1G75620,1915.0
ATMG00960,612.0
AT5G56075,1054.0
AT2G28710,1199.0
AT1G02090,2531.0
AT3G49150,1573.0
AT5G10800,4877.0
AT3G17880,2907.0
AT1G78420,3143.0
AT1G68420,264.0
AT1G79480,1943.0
AT1G71880,2435.0
AT5G35035,519.0
AT1G68540,1442.5
AT1G15520,6469.0
AT1G47660,1611.0
AT3G45470,757.0
AT2G40030,9191.5
AT2G11880,2633.0
AT2G32380,1245.0
AT4G22580,1711.0
AT5G09830,1223.0
AT2G26890,12305.0
AT1G04635,725.0
AT4G40000,3074.5
AT2G10400,2810.0
AT4G29548,216.0
AT2G11405,348.0
AT3G14440,2730.0
AT4G31340,4145.0
AT4G26550,2007.0
AT5G63700,3987.0
AT2G03820,2273.0
AT5G25530,1584.0
AT3G52790,703.0
AT3G11170,2916.0
AT3G11450,2967.0
AT5G16070,3826.0
AT4G22150,1526.0
AT5G43750,1409.0
AT3G48090,2601.5
AT2G37300,1746.0
AT1G08620,6971.0
AT3G47700,3107.0
AT1G26110,3528.5
AT4G33945,3042.0
AT5G30762,1398.0
AT4G07933,1416.0
AT4G03020,3762.0
AT1G06170,1829.0
AT2G36360,4283.0
AT5G58760,3242.5
AT1G76360,3684.0
AT1G77765,1188.0
AT2G25430,2748.0
AT1G23610,812.0
AT1G60770,2014.0
AT5G35775,2757.0
AT1G11125,1181.0
AT3G16857,3401.0
AT4G36040,1457.0
AT3G49850,1984.0
AT1G27340,2742.0
AT3G02840,1289.0
AT1G15810,2345.0
AT3G13433,571.0
AT5G11550,1443.0
AT5G19610,4440.0
AT4G04395,1248.0
AT4G13256,506.0
AT2G21460,6154.0
AT4G06491,5509.0
AT3G50930,2656.0
AT1G73030,1360.0
AT1G21990,1577.0
AT3G10300,2030.0
AT3G10370,2932.0
AT3G01080,2203.0
AT4G10890,5071.0
AT1G27030,2534.0
AT5G65440,5475.0
AT5G12090,1175.0
AT3G59610,1756.0
AT5G03560,2406.5
AT5G65330,1078.0
AT1G75890,2140.0
AT3G52210,2478.0
AT1G19890,1066.0
AT5G37280,651.0
AT2G07310,1591.0
AT4G28250,2032.0
AT3G04760,2456.5
AT3G28660,2227.0
AT2G23550,1219.5
AT5G40360,1880.0
AT3G07050,3007.0
AT4G16600,3092.0
AT2G30530,2211.0
AT5G60310,2259.0
AT4G28540,3972.0
AT1G22540,2624.0
AT2G02148,2475.0
AT4G05230,621.0
AT5G35010,693.0
AT2G43350,2049.0
AT2G47250,3397.0
AT1G32920,1237.0
AT5G01650,1662.0
AT4G27250,1898.5
AT4G02180,3715.0
AT1G52300,1337.0
AT1G50610,2779.0
AT2G20020,2923.0
AT1G57830,560.0
AT5G28622,1005.0
AT5G18110,1938.0
AT4G12735,519.0
AT1G03730,1271.0
AT4G06616,594.0
AT1G48350,1331.0
AT1G51470,3140.0
AT3G26616,568.0
AT3G01640,2115.5
AT4G21705,1897.0
AT5G43390,2166.0
AT2G32090,1477.0
AT3G51730,2068.0
AT3G02740,2804.0
AT1G47320,1065.0
AT5G04860,2797.0
AT4G30260,2408.0
AT2G05620,1212.5
AT5G08670,3161.0
AT4G33870,1974.0
AT3G51090,2094.0
AT5G43890,1800.0
AT4G19865,1557.0
AT1G36060,1841.0
AT3G57150,2261.0
AT3G28223,1485.0
AT1G62930,2153.0
AT5G59130,3746.5
AT1G32440,3219.0
AT1G55207,530.0
AT1G47770,996.0
AT5G35880,159.0
AT3G17410,3327.0
AT2G21430,1619.0
AT5G55240,1456.0
AT5G49780,4451.0
AT4G31930,1413.0
AT3G30350,1620.0
AT5G54760,1888.5
AT5G07610,1263.0
AT2G39390,1325.0
AT4G12731,228.0
AT3G12170,1929.0
AT5G12210,2804.5
AT2G33090,747.0
AT4G08013,433.0
AT4G15562,874.0
AT5G65000,2474.5
AT5G46610,3113.0
AT5G23930,1753.0
AT2G42865,324.0
AT5G12310,2350.0
AT3G44265,1109.0
AT3G31442,886.0
AT4G11030,4357.0
AT5G24790,1177.0
AT2G15025,579.0
AT3G62890,1935.0
AT5G63540,3672.5
AT5G57970,2279.5
AT3G15420,935.0
AT5G02810,4347.5
AT3G05685,1894.0
AT5G11700,9005.0
AT5G61780,5767.0
AT5G58170,3297.0
AT3G13782,2135.0
AT3G42174,3948.0
ATMG00520,1971.0
AT1G19394,898.0
AT4G12710,2162.0
AT1G64060,7211.0
AT1G25520,2478.0
AT2G02100,1008.0
AT2G37200,1307.0
AT5G44920,1412.5
AT5G41540,3405.0
AT2G34600,923.0
AT4G19910,819.0
AT1G75850,5579.5
AT4G39700,1001.0
AT5G48690,2036.0
AT5G05285,205.0
AT1G35550,631.0
AT1G01550,2197.5
AT1G09430,3546.0
AT2G28426,132.0
AT1G35365,754.0
AT4G27900,2565.0
AT5G64320,2486.0
AT3G42320,4244.0
AT1G19835,4485.0
AT1G22840,1288.0
AT4G32930,1480.5
AT1G11145,635.0
AT3G18330,1263.0
AT1G12520,1833.0
AT3G42383,3903.0
AT3G62820,1195.0
AT4G21510,1534.0
AT3G61400,1531.5
AT5G01560,3170.0
AT4G10490,1494.0
AT4G06565,1950.0
AT4G08730,1390.0
AT1G47640,2083.0
AT4G30740,619.0
AT5G14610,4507.0
AT3G15890,2028.0
AT5G07080,1985.0
AT1G75980,1824.5
AT5G06610,3931.0
AT1G37045,677.0
AT3G47990,3254.0
AT4G36120,3898.0
AT2G32235,1692.0
AT1G15680,1233.0
AT4G34570,3440.0
AT2G44410,2099.0
AT3G04480,3882.0
AT5G57320,5714.5
AT5G20870,1991.0
AT3G42713,1248.0
AT2G01520,1329.0
AT1G11700,1174.0
AT2G20450,1548.0
AT5G25570,1477.0
AT1G02410,2055.0
AT1G73470,3210.0
AT1G10500,1486.0
AT4G03540,1801.0
AT2G29080,3703.0
AT5G46220,3430.0
AT1G21970,2073.0
AT3G57980,2468.5
AT2G25169,1409.0
AT3G29632,513.0
AT2G33585,983.0
AT5G37840,1395.0
AT5G25760,1685.0
AT3G32397,2514.0
AT2G36610,1080.0
AT4G23440,4233.5
AT5G05540,2658.0
AT5G49430,9060.5
AT3G54290,1864.0
AT4G20670,1041.0
AT5G47700,1279.0
AT3G50270,1711.0
AT3G30645,610.0
AT1G33220,1008.0
AT3G42182,3957.0
AT5G63910,2400.0
AT1G04860,4068.0
AT2G42455,339.0
AT2G15510,4055.0
AT3G10280,1548.0
AT5G57260,1730.0
AT5G52920,3414.0
AT3G01090,3307.0
AT2G30100,2191.0
AT4G25890,1185.0
AT5G54970,1144.0
AT5G34780,2211.0
AT1G08790,794.0
AT4G19740,1054.0
AT3G58890,1532.0
AT4G20160,4224.0
AT1G24000,659.0
AT1G38260,4036.0
AT1G74650,1858.0
AT5G55810,2363.0
AT2G36990,2915.0
AT5G18990,1624.0
AT2G37370,4155.0
AT2G06350,5133.0
AT2G14100,1889.0
AT3G21330,1947.0
AT3G22260,2758.5
AT2G26150,2083.0
AT5G05030,1889.0
AT4G18430,1713.0
AT4G28590,1871.0
AT3G42600,660.0
AT5G13190,2382.5
AT3G57090,2277.5
AT1G79985,1488.0
AT5G07800,2869.0
AT1G44050,2461.0
AT5G10360,1806.0
AT4G00630,6717.5
AT4G24150,3568.0
AT1G49640,1269.0
AT4G10390,1959.0
