Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000060989	Ensembl Gene Model	MGI:3651787	Gm11847	predicted gene 11847	pseudogene
ENSMUSG00000079555	Ensembl Gene Model	MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	protein coding gene
ENSMUSG00000079710	Ensembl Gene Model	MGI:3809205	Dynlt2a2	dynein light chain Tctex-type 2A2	protein coding gene
ENSMUSG00000052921	Ensembl Gene Model	MGI:3045246	Arhgef15	Rho guanine nucleotide exchange factor 15	protein coding gene
ENSMUSG00000019433	Ensembl Gene Model	MGI:1926252	Gipc1	GIPC PDZ domain containing family, member 1	protein coding gene
ENSMUSG00000070520	Ensembl Gene Model	MGI:1913897	Nsmce3	NSE3 homolog, SMC5-SMC6 complex component	protein coding gene
ENSMUSG00000029802	Ensembl Gene Model	MGI:1347061	Abcg2	ATP binding cassette subfamily G member 2 (Junior blood group)	protein coding gene
ENSMUSG00000093968	Ensembl Gene Model	MGI:3648126	Gm8165	predicted gene 8165	protein coding gene
ENSMUSG00000046295	Ensembl Gene Model	MGI:1918775	Ankle1	ankyrin repeat and LEM domain containing 1	protein coding gene
ENSMUSG00000116030	Ensembl Gene Model	MGI:6155185	Gm49500	predicted gene, 49500	pseudogene
ENSMUSG00000115348	Ensembl Gene Model	MGI:6118575	Gm49155	predicted gene, 49155	pseudogene
ENSMUSG00000068735	Ensembl Gene Model	MGI:2670995	Trp53i11	transformation related protein 53 inducible protein 11	protein coding gene
ENSMUSG00000038216	Ensembl Gene Model	MGI:97724	Pnmt	phenylethanolamine-N-methyltransferase	protein coding gene
ENSMUSG00000107790	Ensembl Gene Model	MGI:3030617	Or6c221-ps1	olfactory receptor family 6 subfamily C member 221, pseudogene 1	pseudogene
ENSMUSG00000076486	Ensembl Gene Model	MGI:4439567	Trbj1-4	T cell receptor beta joining 1-4	gene segment
ENSMUSG00000093536	Ensembl Gene Model	MGI:4365374	Smim17	small integral membrane protein 17	protein coding gene
ENSMUSG00000108682	Ensembl Gene Model	MGI:5588913	Gm29754	predicted gene, 29754	pseudogene
ENSMUSG00000117257	Ensembl Gene Model	MGI:3645145	Gm4948	predicted gene 4948	pseudogene
ENSMUSG00000103733	Ensembl Gene Model	MGI:3647648	Gm6162	predicted gene 6162	pseudogene
ENSMUSG00000082994	Ensembl Gene Model	MGI:3652231	Gm11848	predicted gene 11848	pseudogene
ENSMUSG00000099952	Ensembl Gene Model	MGI:5010541	Gm18356	predicted gene, 18356	pseudogene
ENSMUSG00000076674	Ensembl Gene Model	MGI:3645298	Ighv3-8	immunoglobulin heavy variable V3-8	gene segment
ENSMUSG00000063827	Ensembl Gene Model	MGI:3031216	Or2y12	olfactory receptor family 2 subfamily Y member 12	protein coding gene
ENSMUSG00000061637	Ensembl Gene Model	MGI:3031291	Or5b104	olfactory receptor family 5 subfamily B member 104	protein coding gene
ENSMUSG00000037071	Ensembl Gene Model	MGI:98239	Scd1	stearoyl-Coenzyme A desaturase 1	protein coding gene
ENSMUSG00000115461	Ensembl Gene Model	MGI:6118335	Gm48988	predicted gene, 48988	pseudogene
ENSMUSG00000082205	Ensembl Gene Model	MGI:3643915	Gm7058	predicted gene 7058	pseudogene
ENSMUSG00000041773	Ensembl Gene Model	MGI:109610	Enc1	ectodermal-neural cortex 1	protein coding gene
ENSMUSG00000023235	Ensembl Gene Model	MGI:1099448	Ccl25	C-C motif chemokine ligand 25	protein coding gene
ENSMUSG00000064140	Ensembl Gene Model	MGI:2684869	Trim38	tripartite motif-containing 38	protein coding gene
ENSMUSG00000081004	Ensembl Gene Model	MGI:3643722	Gm9157	predicted gene 9157	pseudogene
ENSMUSG00000030882	Ensembl Gene Model	MGI:1924755	Dnhd1	dynein heavy chain domain 1	protein coding gene
ENSMUSG00000051359	Ensembl Gene Model	MGI:1196326	Ncald	neurocalcin delta	protein coding gene
ENSMUSG00000084755	Ensembl Gene Model	MGI:3826598	Gm16276	predicted gene 16276	pseudogene
ENSMUSG00000091585		No associated gene			
ENSMUSG00000093664	Ensembl Gene Model	MGI:5313111	Obox4-ps37	oocyte specific homeobox 4, pseudogene 37	pseudogene
ENSMUSG00000090152	Ensembl Gene Model	MGI:3826537	Gm16285	predicted gene 16285	pseudogene
ENSMUSG00000026937	Ensembl Gene Model	MGI:1277241	Lcn5	lipocalin 5	protein coding gene
ENSMUSG00000104893	Ensembl Gene Model	MGI:3780572	Gm2404	predicted gene 2404	pseudogene
ENSMUSG00000100059	Ensembl Gene Model	MGI:5579846	Gm29140	predicted gene 29140	pseudogene
ENSMUSG00000103314	Ensembl Gene Model	MGI:5611586	Gm38358	predicted gene, 38358	pseudogene
ENSMUSG00000071726	Ensembl Gene Model	MGI:3646197	Gm5941	predicted gene 5941	protein coding gene
ENSMUSG00000024392	Ensembl Gene Model	MGI:1919439	Bag6	BCL2-associated athanogene 6	protein coding gene
ENSMUSG00000116532	Ensembl Gene Model	MGI:3646457	Gm5232	predicted gene 5232	pseudogene
ENSMUSG00000113469	Ensembl Gene Model	MGI:3647309	Gm7065	predicted gene 7065	pseudogene
ENSMUSG00000079186	Ensembl Gene Model	MGI:109256	Gzmc	granzyme C	protein coding gene
ENSMUSG00000022759	Ensembl Gene Model	MGI:1921935	Lrrc74b	leucine rich repeat containing 74B	protein coding gene
ENSMUSG00000020150	Ensembl Gene Model	MGI:1098221	Gamt	guanidinoacetate methyltransferase	protein coding gene
ENSMUSG00000022066	Ensembl Gene Model	MGI:5435040	Entpd4b	ectonucleoside triphosphate diphosphohydrolase 4B	protein coding gene
ENSMUSG00000104834	Ensembl Gene Model	MGI:3648005	Gm8861	predicted gene 8861	pseudogene
ENSMUSG00000031367	Ensembl Gene Model	MGI:1889383	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	protein coding gene
ENSMUSG00000115371	Ensembl Gene Model	MGI:5010331	Gm18146	predicted gene, 18146	pseudogene
ENSMUSG00000006585	Ensembl Gene Model	MGI:1914427	Cdt1	chromatin licensing and DNA replication factor 1	protein coding gene
ENSMUSG00000094993	Ensembl Gene Model	MGI:5009829	Igkv4-51	immunoglobulin kappa chain variable 4-51	gene segment
ENSMUSG00000092086	Ensembl Gene Model	MGI:3643578	Gm6793	predicted gene 6793	pseudogene
ENSMUSG00000029016	Ensembl Gene Model	MGI:1347049	Clcn6	chloride channel, voltage-sensitive 6	protein coding gene
ENSMUSG00000090693	Ensembl Gene Model	MGI:3645218	Trim43a	tripartite motif-containing 43A	protein coding gene
ENSMUSG00000046229	Ensembl Gene Model	MGI:1343132	Scand1	SCAN domain-containing 1	protein coding gene
ENSMUSG00000099241	Ensembl Gene Model	MGI:5011037	Gvin-ps2	GTPase, very large interferon inducible, pseudogene 2	pseudogene
ENSMUSG00000089922	Ensembl Gene Model	MGI:5663654	Gm43517	predicted gene 43517	protein coding gene
ENSMUSG00000107270	Ensembl Gene Model	MGI:3779880	Tgif1-ps	TGFB-induced factor homeobox 1, pseudogene	pseudogene
ENSMUSG00000017167	Ensembl Gene Model	MGI:1858201	Cntnap1	contactin associated protein-like 1	protein coding gene
ENSMUSG00000040761	Ensembl Gene Model	MGI:1891706	Spen	spen family transcription repressor	protein coding gene
ENSMUSG00000098506	Ensembl Gene Model	MGI:5010233	Phf20-ps	PHD finger protein 20, pseudogene	pseudogene
ENSMUSG00000057179	Ensembl Gene Model	MGI:3030581	Or11h4b	olfactory receptor family 11 subfamily H member 4B	protein coding gene
ENSMUSG00000031360	Ensembl Gene Model	MGI:1933185	Ctps2	cytidine 5'-triphosphate synthase 2	protein coding gene
ENSMUSG00000076893	Ensembl Gene Model	MGI:4439595	Traj37	T cell receptor alpha joining 37	gene segment
ENSMUSG00000071665	Ensembl Gene Model	MGI:3511682	Foxr2	forkhead box R2	protein coding gene
ENSMUSG00000108696	Ensembl Gene Model	MGI:3648290	Gm5738	predicted gene 5738	pseudogene
ENSMUSG00000019899	Ensembl Gene Model	MGI:99912	Lama2	laminin, alpha 2	protein coding gene
ENSMUSG00000035228	Ensembl Gene Model	MGI:2385900	Ccdc106	coiled-coil domain containing 106	protein coding gene
ENSMUSG00000044649	Ensembl Gene Model	MGI:1915923	Krtap4-2	keratin associated protein 4-2	protein coding gene
ENSMUSG00000036912	Ensembl Gene Model	MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	protein coding gene
ENSMUSG00000041566	Ensembl Gene Model	MGI:1347557	Tssk1	testis-specific serine kinase 1	protein coding gene
ENSMUSG00000042219	Ensembl Gene Model	MGI:3030465	Or51m1	olfactory receptor family 51 subfamily M member 1	protein coding gene
ENSMUSG00000114972	Ensembl Gene Model	MGI:6118521	Gm49119	predicted gene, 49119	pseudogene
ENSMUSG00000102077	Ensembl Gene Model	MGI:5579707	Gm29001	predicted gene 29001	pseudogene
ENSMUSG00000107416	Ensembl Gene Model	MGI:5690422	Gm44030	predicted gene, 44030	pseudogene
ENSMUSG00000006373	Ensembl Gene Model	MGI:1858305	Pgrmc1	progesterone receptor membrane component 1	protein coding gene
ENSMUSG00000019659	Ensembl Gene Model	MGI:1919904	Ccdc12	coiled-coil domain containing 12	protein coding gene
ENSMUSG00000033671	Ensembl Gene Model	MGI:1921331	Cep350	centrosomal protein 350	protein coding gene
ENSMUSG00000101578	Ensembl Gene Model	MGI:2159665	Vmn1r206	vomeronasal 1 receptor 206	protein coding gene
ENSMUSG00000037703	Ensembl Gene Model	MGI:2656976	Lzts3	leucine zipper, putative tumor suppressor family member 3	protein coding gene
ENSMUSG00000021576	Ensembl Gene Model	MGI:109283	Pdcd6	programmed cell death 6	protein coding gene
ENSMUSG00000101510	Ensembl Gene Model	MGI:5434928	Gm21573	predicted gene, 21573	pseudogene
ENSMUSG00000072814	Ensembl Gene Model	MGI:3648891	Pramel54	PRAME like 54	protein coding gene
ENSMUSG00000086688	Ensembl Gene Model	MGI:3652066	Gm11560	predicted gene 11560	pseudogene
ENSMUSG00000041846	Ensembl Gene Model	MGI:1915984	Ppp4r3a	protein phosphatase 4 regulatory subunit 3A	protein coding gene
ENSMUSG00000082587	Ensembl Gene Model	MGI:3651508	Gm12129	predicted gene 12129	pseudogene
ENSMUSG00000084349	Ensembl Gene Model	MGI:3644217	Rpl3-ps1	ribosomal protein L3, pseudogene 1	pseudogene
ENSMUSG00000080722	Ensembl Gene Model	MGI:3705773	Defa-ps7	defensin, alpha, pseudogene 7	pseudogene
ENSMUSG00000083624	Ensembl Gene Model	MGI:3652114	Gm12469	predicted gene 12469	pseudogene
ENSMUSG00000057003	Ensembl Gene Model	MGI:1339713	Myh4	myosin, heavy polypeptide 4, skeletal muscle	protein coding gene
ENSMUSG00000025169	Ensembl Gene Model	MGI:1913429	Ogfod3	2-oxoglutarate and iron-dependent oxygenase domain containing 3	protein coding gene
ENSMUSG00000082871	Ensembl Gene Model	MGI:3650829	Gm13263	predicted gene 13263	pseudogene
ENSMUSG00000111438	Ensembl Gene Model	MGI:3648563	Rps2-ps12	ribosomal protein S2, pseudogene 12	pseudogene
ENSMUSG00000041995	Ensembl Gene Model	MGI:1919364	Zbed3	zinc finger, BED type containing 3	protein coding gene
ENSMUSG00000115162	Ensembl Gene Model	MGI:3779911	Gm9501	predicted gene 9501	pseudogene
ENSMUSG00000093714	Ensembl Gene Model	MGI:3761692	Vmn2r-ps132	vomeronasal 2, receptor, pseudogene 132	pseudogene
ENSMUSG00000021256	Ensembl Gene Model	MGI:2442543	Vash1	vasohibin 1	protein coding gene
ENSMUSG00000115952	Ensembl Gene Model	MGI:5010999	Gm18814	predicted gene, 18814	pseudogene
ENSMUSG00000078798	Ensembl Gene Model	MGI:98430	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	protein coding gene
ENSMUSG00000035678	Ensembl Gene Model	MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	protein coding gene
ENSMUSG00000115387	Ensembl Gene Model	MGI:6118712	Gm49244	predicted gene, 49244	pseudogene
ENSMUSG00000102418	Ensembl Gene Model	MGI:1349420	Sh2d1b1	SH2 domain containing 1B1	protein coding gene
ENSMUSG00000090772	Ensembl Gene Model	MGI:3781108	Gm2930	predicted gene 2930	pseudogene
ENSMUSG00000093547	Ensembl Gene Model	MGI:5313121	Gm20674	predicted gene 20674	pseudogene
ENSMUSG00000030036	Ensembl Gene Model	MGI:1929872	Mogs	mannosyl-oligosaccharide glucosidase	protein coding gene
ENSMUSG00000113899	Ensembl Gene Model	MGI:6140194	Gm49400	predicted gene 49400	pseudogene
ENSMUSG00000082902	Ensembl Gene Model	MGI:1891387	Ccl19-ps1	C-C motif chemokine ligand 19, pseudogene 1	pseudogene
ENSMUSG00000074652	Ensembl Gene Model	MGI:3710243	Myh7b	myosin, heavy chain 7B, cardiac muscle, beta	protein coding gene
ENSMUSG00000091960	Ensembl Gene Model	MGI:4937865	Gm17038	predicted gene 17038	pseudogene
ENSMUSG00000040389	Ensembl Gene Model	MGI:2139593	Wdr47	WD repeat domain 47	protein coding gene
ENSMUSG00000028970	Ensembl Gene Model	MGI:97568	Abcb1b	ATP-binding cassette, sub-family B member 1B	protein coding gene
ENSMUSG00000053815	Ensembl Gene Model	MGI:3030578	Or11g2	olfactory receptor family 11 subfamily G member 2	protein coding gene
ENSMUSG00000083262	Ensembl Gene Model	MGI:3650278	Gm14470	predicted gene 14470	pseudogene
ENSMUSG00000049372	Ensembl Gene Model	MGI:3031017	Or4c31	olfactory receptor family 4 subfamily C member 31	protein coding gene
ENSMUSG00000082229	Ensembl Gene Model	MGI:106654	Nap1l2	nucleosome assembly protein 1-like 2	protein coding gene
ENSMUSG00000058831	Ensembl Gene Model	MGI:99438	Opn1sw	opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)	protein coding gene
ENSMUSG00000047643	Ensembl Gene Model	MGI:3648286	Gm5454	predicted gene 5454	pseudogene
ENSMUSG00000029502	Ensembl Gene Model	MGI:96958	Golga3	golgin A3	protein coding gene
ENSMUSG00000045509	Ensembl Gene Model	MGI:2441872	Gpr150	G protein-coupled receptor 150	protein coding gene
ENSMUSG00000090727	Ensembl Gene Model	MGI:3782130	Gm3956	predicted gene 3956	pseudogene
ENSMUSG00000025855	Ensembl Gene Model	MGI:97759	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	protein coding gene
ENSMUSG00000073769	Ensembl Gene Model	MGI:3031165	Or10ak9	olfactory receptor family 10 subfamily AK member 9	protein coding gene
ENSMUSG00000021520	Ensembl Gene Model	MGI:1914780	Uqcrb	ubiquinol-cytochrome c reductase binding protein	protein coding gene
ENSMUSG00000096135	Ensembl Gene Model	MGI:3782928	Rps12-ps18	ribosomal protein S12, pseudogene 18	pseudogene
ENSMUSG00000020427	Ensembl Gene Model	MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	protein coding gene
ENSMUSG00000032135	Ensembl Gene Model	MGI:1933966	Mcam	melanoma cell adhesion molecule	protein coding gene
ENSMUSG00000078735	Ensembl Gene Model	MGI:109123	Il11ra2	interleukin 11 receptor subunit alpha 2	protein coding gene
ENSMUSG00000115394	Ensembl Gene Model	MGI:6118464	Gm49078	predicted gene, 49078	pseudogene
ENSMUSG00000117178	Ensembl Gene Model	MGI:6270523	Gm49852	predicted gene, 49852	pseudogene
ENSMUSG00000117785	Ensembl Gene Model	MGI:3647389	Gm5827	predicted gene 5827	pseudogene
ENSMUSG00000116969	Ensembl Gene Model	MGI:5011956	Gm19771	predicted gene, 19771	pseudogene
ENSMUSG00000033068	Ensembl Gene Model	MGI:1202295	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6	protein coding gene
ENSMUSG00000030452	Ensembl Gene Model	MGI:1913918	Nipa2	non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human)	protein coding gene
ENSMUSG00000022863	Ensembl Gene Model	MGI:109532	Btg3	BTG anti-proliferation factor 3	protein coding gene
ENSMUSG00000043183	Ensembl Gene Model	MGI:2442599	Simc1	SUMO-interacting motifs containing 1	protein coding gene
ENSMUSG00000090574	Ensembl Gene Model	MGI:4936997	Traj61	T cell receptor alpha joining 61	pseudogenic gene segment
ENSMUSG00000026843	Ensembl Gene Model	MGI:2443699	Fubp3	far upstream element (FUSE) binding protein 3	protein coding gene
ENSMUSG00000020123	Ensembl Gene Model	MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	protein coding gene
ENSMUSG00000109571	Ensembl Gene Model	MGI:5753231	Gm44655	predicted gene 44655	pseudogene
ENSMUSG00000014503	Ensembl Gene Model	MGI:1858231	Pkd2l2	polycystic kidney disease 2-like 2	protein coding gene
ENSMUSG00000073077	Ensembl Gene Model	MGI:3781475	Cfap47	cilia and flagella associated protein 47	protein coding gene
ENSMUSG00000054364	Ensembl Gene Model	MGI:107949	Rhob	ras homolog family member B	protein coding gene
ENSMUSG00000046697	Ensembl Gene Model	MGI:3027917	Enpp7	ectonucleotide pyrophosphatase/phosphodiesterase 7	protein coding gene
ENSMUSG00000034040	Ensembl Gene Model	MGI:2137594	Galnt17	polypeptide N-acetylgalactosaminyltransferase 17	protein coding gene
ENSMUSG00000090210	Ensembl Gene Model	MGI:2153482	Itga10	integrin, alpha 10	protein coding gene
ENSMUSG00000090817	Ensembl Gene Model	MGI:3782634	Hsd3b9	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 9	protein coding gene
ENSMUSG00000070287	Ensembl Gene Model	MGI:2685365	Slc35g2	solute carrier family 35, member G2	protein coding gene
ENSMUSG00000036442	Ensembl Gene Model	MGI:1930964	Thap11	THAP domain containing 11	protein coding gene
ENSMUSG00000105359	Ensembl Gene Model	MGI:3643358	Rpl21-ps10	ribosomal protein L21, pseudogene 10	pseudogene
ENSMUSG00000096311	Ensembl Gene Model	MGI:3781857	Gm3681	predicted gene 3681	pseudogene
ENSMUSG00000025508	Ensembl Gene Model	MGI:1914436	Rplp2	ribosomal protein lateral stalk subunit P2	protein coding gene
ENSMUSG00000020736	Ensembl Gene Model	MGI:1354954	Nt5c	5',3'-nucleotidase, cytosolic	protein coding gene
ENSMUSG00000112199	Ensembl Gene Model	MGI:5011275	Gm19090	predicted gene, 19090	pseudogene
ENSMUSG00000037185	Ensembl Gene Model	MGI:1921377	Krt80	keratin 80	protein coding gene
ENSMUSG00000113402	Ensembl Gene Model	MGI:5623733	Zfp996	zinc finger protein 996	protein coding gene
ENSMUSG00000094347	Ensembl Gene Model	MGI:3030618	Or6c208	olfactory receptor family 6 subfamily C member 208	protein coding gene
ENSMUSG00000017000	Ensembl Gene Model	MGI:106178	Svs6	seminal vesicle secretory protein 6	protein coding gene
ENSMUSG00000018167	Ensembl Gene Model	MGI:1929618	Stard3	StAR related lipid transfer domain containing 3	protein coding gene
ENSMUSG00000109449	Ensembl Gene Model	MGI:3031114	Or4k36	olfactory receptor family 4 subfamily K member 36	protein coding gene
ENSMUSG00000116664	Ensembl Gene Model	MGI:5010734	Gm18549	predicted gene, 18549	pseudogene
ENSMUSG00000115338	Ensembl Gene Model	MGI:97365	Pnp	purine-nucleoside phosphorylase	protein coding gene
ENSMUSG00000108990	Ensembl Gene Model	MGI:5753224	Gm44648	predicted gene 44648	pseudogene
ENSMUSG00000027286	Ensembl Gene Model	MGI:1913856	Lrrc57	leucine rich repeat containing 57	protein coding gene
ENSMUSG00000035642	Ensembl Gene Model	MGI:1913523	Aamdc	adipogenesis associated Mth938 domain containing	protein coding gene
ENSMUSG00000109724	Ensembl Gene Model	MGI:5010379	Gm18194	predicted gene, 18194	pseudogene
ENSMUSG00000113356	Ensembl Gene Model	MGI:6097319	Gm48012	predicted gene, 48012	pseudogene
ENSMUSG00000092248	Ensembl Gene Model	MGI:4438458	Vmn1r-ps63	vomeronasal 1 receptor, pseudogene 63	pseudogene
ENSMUSG00000020884	Ensembl Gene Model	MGI:88081	Asgr1	asialoglycoprotein receptor 1	protein coding gene
ENSMUSG00000027333	Ensembl Gene Model	MGI:2445356	Smox	spermine oxidase	protein coding gene
ENSMUSG00000084333	Ensembl Gene Model	MGI:3651840	Gm11599	predicted gene 11599	pseudogene
ENSMUSG00000032673	Ensembl Gene Model	MGI:1915189	Prorsd1	prolyl-tRNA synthetase domain containing 1	protein coding gene
ENSMUSG00000080719	Ensembl Gene Model	MGI:3782981	Gm15532	predicted gene 15532	pseudogene
ENSMUSG00000029408	Ensembl Gene Model	MGI:1861729	Abcb9	ATP-binding cassette, sub-family B member 9	protein coding gene
ENSMUSG00000072934	old symbol	MGI:3641805	Trpc5os	transient receptor potential cation channel, subfamily C, member 5, opposite strand	protein coding gene
ENSMUSG00000072934	Ensembl Gene Model	MGI:3641805	Trpc5os	transient receptor potential cation channel, subfamily C, member 5, opposite strand	protein coding gene
ENSMUSG00000108673	Ensembl Gene Model	MGI:5753498	Gm44922	predicted gene 44922	pseudogene
ENSMUSG00000078511	Ensembl Gene Model	MGI:3649968	Pramel16	PRAME like 16	protein coding gene
ENSMUSG00000103759	Ensembl Gene Model	MGI:5610516	Btf3-ps12	basic transcription factor 3, pseudogene 12	pseudogene
ENSMUSG00000100744	Ensembl Gene Model	MGI:5009928	Gm17764	predicted gene, 17764	pseudogene
ENSMUSG00000037089	Ensembl Gene Model	MGI:1921086	Slc35b2	solute carrier family 35, member B2	protein coding gene
ENSMUSG00000015357	Ensembl Gene Model	MGI:1346017	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	protein coding gene
ENSMUSG00000094080	Ensembl Gene Model	MGI:107174	Or7a42	olfactory receptor family 7 subfamily A member 42	protein coding gene
ENSMUSG00000017861	Ensembl Gene Model	MGI:101785	Mybl2	myeloblastosis oncogene-like 2	protein coding gene
ENSMUSG00000032399	Ensembl Gene Model	MGI:1915141	Rpl4	ribosomal protein L4	protein coding gene
ENSMUSG00000054142	Ensembl Gene Model	MGI:2159638	Vmn1r236	vomeronasal 1 receptor 236	protein coding gene
ENSMUSG00000082148	Ensembl Gene Model	MGI:3650880	Gm12266	predicted gene 12266	pseudogene
ENSMUSG00000038768	Ensembl Gene Model	MGI:3588271	Degs1l	delta 4-desaturase, sphingolipid 1 like	protein coding gene
ENSMUSG00000051224	Ensembl Gene Model	MGI:2685236	Tceanc	transcription elongation factor A (SII) N-terminal and central domain containing	protein coding gene
ENSMUSG00000038502	Ensembl Gene Model	MGI:1933946	Ptov1	prostate tumor over expressed gene 1	protein coding gene
ENSMUSG00000073721	Ensembl Gene Model	MGI:3712553	Pramel15	PRAME like 15	protein coding gene
ENSMUSG00000027184	Ensembl Gene Model	MGI:1858234	Caprin1	cell cycle associated protein 1	protein coding gene
ENSMUSG00000092464	Ensembl Gene Model	MGI:3646241	Gm8902	predicted gene 8902	pseudogene
ENSMUSG00000078154	Ensembl Gene Model	MGI:3652174	Cdk2ap1rt	cyclin dependent kinase 2 associated protein 1 retrotransposed	protein coding gene
ENSMUSG00000045575	Ensembl Gene Model	MGI:2159639	Vmn1r233	vomeronasal 1 receptor 233	protein coding gene
ENSMUSG00000097679	Ensembl Gene Model	MGI:3646817	Rps19-ps5	ribosomal protein S19, pseudogene 5	pseudogene
ENSMUSG00000005698	Ensembl Gene Model	MGI:109447	Ctcf	CCCTC-binding factor	protein coding gene
ENSMUSG00000094986	Ensembl Gene Model	MGI:3031288	Or5b102	olfactory receptor family 5 subfamily B member 102	protein coding gene
ENSMUSG00000044906	Ensembl Gene Model	MGI:1922045	4930503L19Rik	RIKEN cDNA 4930503L19 gene	protein coding gene
ENSMUSG00000032640	Ensembl Gene Model	MGI:2681120	Chsy1	chondroitin sulfate synthase 1	protein coding gene
ENSMUSG00000094736	Ensembl Gene Model	MGI:3782248	Gm4073	predicted gene 4073	pseudogene
ENSMUSG00000039257	Ensembl Gene Model	MGI:1914525	Vstm2b	V-set and transmembrane domain containing 2B	protein coding gene
ENSMUSG00000038763	Ensembl Gene Model	MGI:2151224	Alpk3	alpha-kinase 3	protein coding gene
ENSMUSG00000022580	Ensembl Gene Model	MGI:1098783	Rhpn1	rhophilin, Rho GTPase binding protein 1	protein coding gene
ENSMUSG00000091669	Ensembl Gene Model	MGI:4937944	Gm17117	predicted gene 17117	pseudogene
ENSMUSG00000010435	Ensembl Gene Model	MGI:1925884	Spaca7	sperm acrosome associated 7	protein coding gene
ENSMUSG00000050761	Ensembl Gene Model	MGI:107852	Gp1bb	glycoprotein Ib, beta polypeptide	protein coding gene
ENSMUSG00000035187	Ensembl Gene Model	MGI:1206039	Nkx6-1	NK6 homeobox 1	protein coding gene
ENSMUSG00000078780	Ensembl Gene Model	MGI:3779469	Gm5150	predicted gene 5150	protein coding gene
ENSMUSG00000105518	Ensembl Gene Model	MGI:5662811	Gm42674	predicted gene 42674	protein coding gene
ENSMUSG00000033940	Ensembl Gene Model	MGI:1915406	Brk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit	protein coding gene
ENSMUSG00000073724	Ensembl Gene Model	MGI:2156377	Pramel4	PRAME like 4	protein coding gene
ENSMUSG00000046607	Ensembl Gene Model	MGI:1201608	Hrk	harakiri, BCL2 interacting protein (contains only BH3 domain)	protein coding gene
ENSMUSG00000084395	Ensembl Gene Model	MGI:3705814	Gm15087	predicted gene 15087	pseudogene
ENSMUSG00000061614	Ensembl Gene Model	MGI:3030679	Or7g27	olfactory receptor family 7 subfamily G member 27	protein coding gene
ENSMUSG00000076926	Ensembl Gene Model	MGI:4840255	Traj2	T cell receptor alpha joining 2	gene segment
ENSMUSG00000095234	Ensembl Gene Model	MGI:5434941	Gm21586	predicted gene, 21586	protein coding gene
ENSMUSG00000044217	Ensembl Gene Model	MGI:106215	Aqp5	aquaporin 5	protein coding gene
ENSMUSG00000019489	Ensembl Gene Model	MGI:1195273	Cd70	CD70 antigen	protein coding gene
ENSMUSG00000108009	Ensembl Gene Model	MGI:5690671	Gm44279	predicted gene, 44279	pseudogene
ENSMUSG00000100512	Ensembl Gene Model	MGI:2388075	Ovol3	ovo like zinc finger 3	protein coding gene
ENSMUSG00000102976	Ensembl Gene Model	MGI:1917829	Zc3h11a	zinc finger CCCH type containing 11A	protein coding gene
ENSMUSG00000059474	Ensembl Gene Model	MGI:2143977	Mbtd1	mbt domain containing 1	protein coding gene
ENSMUSG00000066613	Ensembl Gene Model	MGI:1916754	Zfp932	zinc finger protein 932	protein coding gene
ENSMUSG00000099782	Ensembl Gene Model	MGI:5434259	Gm20903	predicted gene, 20903	protein coding gene
ENSMUSG00000036376	Ensembl Gene Model	MGI:1353636	Abt1	activator of basal transcription 1	protein coding gene
ENSMUSG00000116713	Ensembl Gene Model	MGI:6215029	Gm49613	predicted gene, 49613	pseudogene
ENSMUSG00000091832	Ensembl Gene Model	MGI:4937982	Gm17155	predicted gene 17155	pseudogene
ENSMUSG00000091549	Ensembl Gene Model	MGI:3644071	Gm6548	predicted gene 6548	pseudogene
ENSMUSG00000100698	Ensembl Gene Model	MGI:5434258	Gm20902	predicted gene, 20902	pseudogene
ENSMUSG00000027375	Ensembl Gene Model	MGI:892970	Mal	myelin and lymphocyte protein, T cell differentiation protein	protein coding gene
ENSMUSG00000101209	Ensembl Gene Model	MGI:3648452	Gm8524	predicted gene 8524	pseudogene
ENSMUSG00000104590	Ensembl Gene Model	MGI:3648000	Gm5034	predicted gene 5034	pseudogene
ENSMUSG00000041420	Ensembl Gene Model	MGI:108519	Meis3	Meis homeobox 3	protein coding gene
ENSMUSG00000115632	Ensembl Gene Model	MGI:5010107	Gm17922	predicted gene, 17922	pseudogene
ENSMUSG00000058013	Ensembl Gene Model	MGI:1277214	Septin11	septin 11	protein coding gene
ENSMUSG00000031295	Ensembl Gene Model	MGI:97577	Phka2	phosphorylase kinase alpha 2	protein coding gene
ENSMUSG00000059602	Ensembl Gene Model	MGI:1351334	Syn3	synapsin III	protein coding gene
